key,en,en_US,en_CA,es,es_419,es_ES,es_SV,es_EC,fr,fr_CA,fr_FR,pt,ru,de,sv,da,fi,no,fo,hu,ro,pl,hy,he,ar,el,ja,zh_HANT,et,ia,,
TestButtons.NoLift,Red,,,Rojo,,Rojo,Rojo,Rojo,Rouge,Rouge,Rouge,Vermelho,Красный,Rot,Röd,Rød,Punainen,Rød,Rauður,Piros,Roșu,Czerwony,Կարմիր,אדום,أحمر,Κόκκινο,赤,紅色,Punane,1268,,Red
TestButtons.Unknown,?,,,?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,？,?,1269,,?
TestButtons.StartTesting,Start Testing,,,Iniciar Pruebas,,Iniciar Pruebas,Iniciar Pruebas,Iniciar Pruebas,Commencer les Tests,Commencer les Tests,Commencer les Tests,Iniciar Testes,Начать тестирование,Tests starten,Starta testning,Start test,Aloita testaus,Start testing,Byrja prófanir,Tesztelés indítása,Începe testarea,Rozpocznij testowanie,Սկսել փորձարկումը,התחל בדיקות,ابدأ الاختبار,Έναρξη δοκιμών,テスト開始,開始,Alusta testimist,1270,,Start Testing
TestButtons.TestDownSignal,Test Down Signal,,,Probar Señal de Bajada,,Probar Señal de Bajada,Probar Señal de Bajada,Probar Señal de Bajada,Tester Signal Terre,Tester Signal Terre,Tester Signal Terre,Testar Sinal de Descida,Тест сигнала опускания,Down-Signal testen,Testa ner-signal,Test ned-signal,Testaa lasku-signaali,Test ned-signal,Prófa niður merki,Leengedés jel tesztelése,Testează semnalul de coborâre,Testuj sygnał opuszczania,Փորձարկել ներքև ազդանշանը,בדוק אות ירידה,اختبار إشارة الإنزال,Δοκιμή σήματος κατεβάσματος,ダウン信号テスト,測試下信號,Testi alla-signaali,1271,,Test Down Signal
TestButtons.Title,Button Testing,,,Prueba de Botones,,Prueba de Botones,Prueba de Botones,Prueba de Botones,Test des Boutons,Test des Boutons,Test des Boutons,Teste de Botões,Тестирование кнопок,Button-Tests,Knapptest,Knaptest,Painike-testaus,Knappetest,Hnappa prófun,Gomb teszt,Testarea butoanelor,Test przycisków,Կոճակների փորձարկում,בדיקת כפתורים,اختبار الأزرار,Δοκιμή κουμπιών,ボタンテスト,按鈕測試,Nuppude testimine,1272,,Button Testing
BreakType.TEST_BUTTONS,Button Testing,,,Prueba de Botones,,Prueba de Botones,Prueba de Botones,Prueba de Botones,Test des Boutons,Test des Boutons,Test des Boutons,Teste de Botões,Тестирование кнопок,Button-Tests,Knapptest,Knaptest,Painike-testaus,Knappetest,Hnappa prófun,Gomb teszt,Testarea butoanelor,Test przycisków,Կոճակների փորձարկում,בדיקת כפתורים,اختبار الأزرار,Δοκιμή κουμπιών,ボタンテスト,按鈕測試,Nuppude testimine,1273,,Button Testing
Scoreboard.Age,Age,,,Edad,,Edad,Edad,Edad,Âge,,,Idade,Возраст,Alter,Ålder,Alder,Ikä,Alder,Aldur,Kor,Vârstă,Wiek,Տարիք,גיל,العمر,Ηλικία,年齢,年齡,Vanus,1274,,Age
LoadingGroup.ErrorNoCategory,{0} – Athlete ignored: Category is missing.,,,{0} – Atleta ignorado/a: Falta la categoría.,,{0} – Atleta ignorado/a: Falta la categoría.,{0} – Atleta ignorado/a: Falta la categoría.,{0} – Atleta ignorado/a: Falta la categoría.,{0} – Athlète ignoré·e: Catégorie manquante.,{0} – Athlète ignoré·e: Catégorie manquante.,{0} – Athlète ignoré·e: Catégorie manquante.,{0} – Atleta ignorado/a: Categoria em falta.,{0} – Спортсмен проигнорирован: Категория отсутствует.,{0} – Athlet*in ignoriert: Kategorie fehlt.,{0} – Idrottare ignorerad: Kategori saknas.,{0} – Atlet ignoreret: Kategori mangler.,{0} – Urheilija ohitettu: Kategoria puuttuu.,{0} – Utøver ignorert: Kategori mangler.,{0} – Íþróttamaður hunsaður: Flokkur vantar.,{0} – Sportoló figyelmen kívül hagyva: Kategória hiányzik.,{0} – Sportiv ignorat: Categoria lipsește.,{0} – Zawodnik zignorowany: Brakuje kategorii.,{0} – Մարզիկ անտեսված է: Կատեգորիան բացակայում է:,{0} – ספורטאי התעלם: קטגוריה חסרה.,{0} – تم تجاهل الرياضي: الفئة مفقودة.,{0} – Αθλητής αγνοήθηκε: Η κατηγορία λείπει.,{0} – 選手が無視されました: カテゴリが不足しています。,{0} – 忽略運動員：缺少類別。,{0} – Sportlast ignoreeriti: kategooria puudub.,1275,,{0} – Athlete ignored: Category is missing.
Scoreboard.EntryTotal,Entry Total,,,Total de Entrada,,Total de Entrada,Total de Entrada,Total de Entrada,Total déclaré,,,Entrada Total,Начальный вес заявленный при регистрации (сумма),Meldung ZK,Ange total,Entry Total,Entry Yht.,Påmeldt total,Entry Total,Nevezési súly,Total intrare,Wynik Zgłoszeniowy,Գրանցման ժամանակ հայտարարված քաշը(երկամարտ),קרב שניים,إجمالي الإدخال,Σύνολο εισόδου,申告トータル,申報總和,Sisenemise summa,1276,,Entry Total
Scoreboard.StartList,Start List,,,Lista de inicio,,Lista de inicio,Lista de inicio,Lista de inicio,Liste de départ,,,Lista Inicial,Стартовый протокол,Startliste,Startlista,Startliste,Starttilistat,Startliste,Start List,Startlista,Lista de start,Listy Startowe,Մեկնարկի համար,רשימת התחלה,قائمة البدء,Λίστα έναρξης,スタートリスト,出場順序名單,Stardinimekiri,1277,,Start List
Scoreboard.AGEFACTORS,QY,,,Q-youth,,Q-youth,Q-youth,Q-youth,Q-youth,,,Q-youth,Q-youth,Q-jugend,Q-youth,Q-youth,Q-youth,Q-ungdom,Q-youth,Q-youth,Q-youth,Q-youth,Q-youth,Q-youth,Q-youth,Q-νεολαία,Qユース,Q-youth,QY,1278,,QY
Scoreboard.QAGE,QM,,,Q-masters,,Q-masters,Q-masters,Q-masters,Q-masters,,,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-masters,Q-master,Qマスターズ,Q-masters,QM,1279,,QM
Scoreboard.BW_SINCLAIR,Sinclair,,,Sinclair,,Sinclair,Sinclair,Sinclair,Sinclair,,,Sinclair,Синклер,Sinclair,Sinclair,Sinclair,Sinclair,Sinclair,Sinclair,Sinclair,Sinclair,Sinclair,Սինկլեր,סינקלייר,Sinclair,Σινκλέρ,シンクレア,Sinclair,Sinclair,1280,,Sinclair
Scoreboard.SMM,SMHF,,,SMHF,,SMHF,SMHF,SMHF,SMHF,,,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,SMHF,1281,,SMHF
Scoreboard.ROBI,Robi,,,Robi,,Robi,Robi,Robi,Robi,,,Robi,Роби,Robi,Robi,Robi,Robi,Robi,Robi,Robi,Robi,Robi,"Ռոբի, Աղջիկներ",Robi,Robi,Ρόμπι,Robi,Robi,Robi,1282,,Robi
Scoreboard.QPOINTS,QPoints,,,QPoints,,QPoints,QPoints,QPoints,QPoints,,,QPoints,Q-баллы,QPoints,QPoints,QPoints,QPoints,Q-poeng,QPoints,QPoints,QPoints,QPoints,Q-միավոր,QPoints,QPoints,QPoints,QPoints,QPoints,Q-punktid,1283,,QPoints
Scoreboard.GAMX,GAMX,,,GAMX,,GAMX,GAMX,GAMX,GAMX,,,GAMX,ГАМКС,GAMX,GAMX,GAMX,GAMX,GAMX,c,GAMX,GAMX,GAMX,GAMX,GAMX,GAMX,GAMX,GAMX,GAMX,GAMX,1284,,GAMX
Scoreboard.CUSTOM,Custom,,,Personalizado,,Personalizado,Custom,Personalizado,Custom,,,Personalizado,Индивидуальный,Benutzerdefiniert,Custom,Tilpasset,Muokattu,Tilpasset,Custom,Egyedi,Personalizat,Custom,Անհատական,מותאם,مخصص,Εθιμο,カスタム,客製化,Kohandatud,1285,,Custom
Scoreboard.CAT_SINCLAIR,Category Sinclair,,,Categoria Sinclair,,Categoría Sinclair,Categoria Sinclair,Categoria Sinclair,Sinclair Cat.,,,Categoria Sinclair,Категория Синклер,Kategorie Sinclair,Category Sinclair,Vægtklasse Sinclair,Painoluokka Sinclair,Kategori Sinclair,Category Sinclair,Sinclair kategória,Categorie Sinclair,Category Sinclair,Սիկլեր կարգ,קטגוריית סינקלייר,فئة Sinclair,Κατηγορία Sinclair,階級別シンクレア,類別辛克萊,Kategooria Sinclair,1286,,Category Sinclair
Scoreboard.TOTAL,Total,,,Total,,Total,Total,Total,Total,,,Total,Сумма,ZK,Total,Tokamp,Yhteensä,Total,Total,Összetett,Total,Dwubój,Երկամարտ,קרב שתיים,المجموع,Σύνολο,トータル,全部的,Kokku,1287,,Total
ClearBodyWeights,Clear Body Weights,,,Borrar Pesos Corporales,,Borrar Pesos Corporales,Borrar Pesos Corporales,Borrar Pesos Corporales,Effacer Poids Corporels,Effacer Poids Corporels,Effacer Poids Corporels,Limpar Pesos Corporais,Очистить вес тела,Körpergewichte löschen,Rensa kroppsvikter,Ryd kropsvægte,Tyhjennä ruumiinpainot,Fjern kroppsvekter,Hreinsa líkamsvigt,Testtömegek törlése,Șterge greutățile corporale,Wyczyść masy ciała,Մարմնի կշիռները ջնջել,נקה משקלי גוף,مسح أوزان الجسم,Καθάρισμα σωματικών βαρών,体重をクリア,清晰體重,Nulli kehakaalud,1288,,Clear Body Weights
Warning_BodyWeights,Beware: this will clear the body weights from the selected athletes,,,Atención: esto borrará los pesos corporales de los/las atletas seleccionados/as,,Atención: esto borrará los pesos corporales de los/las atletas seleccionados/as,Atención: esto borrará los pesos corporales de los/las atletas seleccionados/as,Atención: esto borrará los pesos corporales de los/las atletas seleccionados/as,Attention: ceci effacera les poids corporels des athlètes sélectionné·e·s,Attention: ceci effacera les poids corporels des athlètes sélectionné·e·s,Attention: ceci effacera les poids corporels des athlètes sélectionné·e·s,Atenção: isto irá limpar os pesos corporais dos/das atletas selecionados/as,Внимание: это очистит вес тела у выбранных спортсменов,Achtung: Dies löscht die Körpergewichte der ausgewählten Athlet*innen,Observera: detta rensar kroppsvikterna från valda idrottare,Pas på: dette vil rydde kropsvægtene fra de valgte atleter,Huomio: tämä tyhjentää valittujen urheilijoiden ruumiinpainot,Merk: dette vil fjerne kroppsvektene fra valgte utøvere,Varúð: þetta mun hreinsa líkamsvigt frá völdum íþróttamönnum,Figyelem: ez törli a kiválasztott sportolók testtömegét,Atenție: aceasta va șterge greutățile corporale de la sportivii selectați,Uwaga: to wyczyści masy ciała wybranych zawodników,Ուշադրություն. սա կջնջի ընտրված մարզիկների մարմնի կշիռները,זהירות: זה ינקה את משקלי הגוף של הספורטאים הנבחרים,تحذير: سيؤدي هذا إلى مسح أوزان الجسم للرياضيين المحددين,Προσοχή: αυτό θα καθαρίσει τα σωματικά βάρη των επιλεγμένων αθλητών,警告：これにより選択された選手の体重がクリアされます,警告：這將清除選定運動員的體重,Ettevaatust: see kustutab valitud sportlaste kehakaalud.,1289,,Beware: this will clear the body weights from the selected athletes
BodyWeightsCleared,Body weights have been cleared.,,,Los pesos corporales han sido borrados.,,Los pesos corporales han sido borrados.,Los pesos corporales han sido borrados.,Los pesos corporales han sido borrados.,Les poids corporels ont été effacés.,Les poids corporels ont été effacés.,Les poids corporels ont été effacés.,Os pesos corporais foram limpos.,Вес тела был очищен.,Körpergewichte wurden gelöscht.,Kroppsvikter har rensats.,Kropsvægte er blevet ryddet.,Ruumiinpainot on tyhjennetty.,Kroppsvekter er fjernet.,Líkamsvigt hefur verið hreinsað.,A testtömegek törlésre kerültek.,Greutățile corporale au fost șterse.,Masy ciała zostały wyczyszczone.,Մարմնի կշիռները ջնջվել են:,משקלי הגוף נוקו.,تم مسح أوزان الجسم.,Τα σωματικά βάρη έχουν καθαριστεί.,体重がクリアされました。,體重已清除。,Kehakaalud on nullitud.,1290,,Body weights have been cleared.
RecordEvent.Title,Record,,,Récord,,Récord,Récord,Récord,Record,Record,Record,Recorde,Рекорд,Rekord,Rekord,Rekord,Ennätys,Rekord,Rekord,Rekord,Record,Rekord,Ռեկորդ,שיא,رقم قياسي,Ρεκόρ,記録,記錄,Rekord,1291,,Record
RecordEvent.PageTitle,Records,,,Récords,,Récords,Récords,Récords,Records,Records,Records,Recordes,Рекорды,Rekorde,Rekord,Rekorder,Ennätykset,Rekorder,Rekorder,Rekordok,Recorduri,Rekordy,Ռեկորդներ,שיאים,أرقام قياسية,Ρεκόρ,記録,記錄,Rekordid,1292,,Records
RecordEvent.AgeBodyweightDetails,Age Group and Bodyweight Category Details,,,Detalles de Grupo de Edad y Categoría de Peso,,Detalles de Grupo de Edad y Categoría de Peso,Detalles de Grupo de Edad y Categoría de Peso,Detalles de Grupo de Edad y Categoría de Peso,Détails du Groupe d'Âge et de la Catégorie de Poids,Détails du Groupe d'Âge et de la Catégorie de Poids,Détails du Groupe d'Âge et de la Catégorie de Poids,Detalhes do Grupo Etário e Categoria de Peso,Детали возрастной группы и весовой категории,Altersgruppe und Gewichtsklasse Details,Åldersgrupp och Viktklassdetaljer,Aldersgruppe og Vægtklasse Detaljer,Ikäryhmä- ja Painoluokkatiedot,Aldersgruppe og Vektklasse Detaljer,Aldersgruppe og Vektklasse Detaljer,Korcsoport és Súlykategória Részletek,Detalii Grupa de Vârstă și Categoria Greutății,Szczegóły Grupy Wiekowej i Kategorii Wagowej,Տարիքային խմբի և քաշային կարգի մանրամասներ,פרטי קבוצת גיל וקטגוריית משקל,تفاصيل الفئة العمرية وفئة الوزن,Λεπτομέρειες Ηλικιακής Ομάδας και Κατηγορίας Βάρους,年齢グループと体重カテゴリーの詳細,年齡層和體重類別詳情,Vanuserühma ja kehakaalukategooria üksikasjad,1293,,Age Group and Bodyweight Category Details
RecordEvent.AthleteBirthDetails,Athlete Birth Information,,,Información de Nacimiento del Atleta,,Información de Nacimiento del Atleta,Información de Nacimiento del Atleta,Información de Nacimiento del Atleta,Informations de Naissance de l'Athlète,Informations de Naissance de l'Athlète,Informations de Naissance de l'Athlète,Informações de Nascimento do Atleta,Информация о рождении спортсмена,Athleten Geburtsinformationen,Idrottarens Födelseinformation,Atletens Fødselsinformation,Urheilijan Syntymätiedot,Utøverens Fødselsinformasjon,Utøverens Fødselsinformasjon,Sportoló Születési Információk,Informații Naștere Sportiv,Informacje o Urodzeniu Zawodnika,Մարզիկի ծննդյան տեղեկություններ,מידע לידה של ספורטאי,معلومات ميلاد الرياضي,Πληροφορίες Γέννησης Αθλητή,選手誕生情報,運動員出生資訊,Sportlase sünniinfo,1294,,Athlete Birth Information
RecordEvent.IdentificationTitle,Record Identification,,,Identificación del Récord,,Identificación del Récord,Identificación del Récord,Identificación del Récord,Identification du Record,Identification du Record,Identification du Record,Identificação do Recorde,Идентификация рекорда,Rekord Identifikation,Rekord Identifiering,Rekord Identifikation,Ennätyksen Tunnistus,Rekord Identifikasjon,Rekord Identifikasjon,Rekord Azonosítás,Identificarea Recordului,Identyfikacja Rekordu,Ռեկորդի նույնականացում,זיהוי שיא,تحديد الرقم القياسي,Αναγνώριση Ρεκόρ,記録識別,記錄識別,Rekordi identifitseerimine,1295,,Record Identification
RecordEvent.Federation,Record Federation,,,Federación del Récord,,Federación del Récord,Federación del Récord,Federación del Récord,Fédération du Record,Fédération du Record,Fédération du Record,Federação do Recorde,Федерация рекорда,Rekord Verband,Rekord Förbund,Rekord Forbund,Ennätyksen Liitto,Rekord Forbund,Rekord Forbund,Rekord Szövetség,Federația Recordului,Federacja Rekordu,Ռեկորդի ֆեդերացիա,פדרציית השיא,اتحاد الرقم القياسي,Ομοσπονδία Ρεκόρ,記録連盟,記錄聯合會,Rekordi Liit,1296,,Record Federation
RecordEvent.Name,Record Name,,,Nombre del Récord,,Nombre del Récord,Nombre del Récord,Nombre del Récord,Nom du Record,Nom du Record,Nom du Record,Nome do Recorde,Название рекорда,Rekord Name,Rekord Namn,Rekord Navn,Ennätyksen Nimi,Rekord Navn,Rekord Navn,Rekord Neve,Numele Recordului,Nazwa Rekordu,Ռեկորդի անվանումը,שם השיא,اسم الرقم القياسي,Όνομα Ρεκόρ,記録名,記錄名稱,Rekordi nimi,1297,,Record Name
RecordEvent.AgeLower,Minimum Age,,,Edad Mínima,,Edad Mínima,Edad Mínima,Edad Mínima,Âge Minimum,Âge Minimum,Âge Minimum,Idade Mínima,Минимальный возраст,Mindestalter,Minimiålder,Minimums Alder,Vähimmäisikä,Minimumsalder,Minimumsalder,Minimum Életkor,Vârsta Minimă,Minimalny Wiek,Նվազագույն տարիք,גיל מינימלי,العمر الأدنى,Ελάχιστη Ηλικία,最低年齢,最低年齡,Minimaalne vanus,1298,,Minimum Age
