key,en,hy,es,es_ES,es_SV,es_EC,fr,fr_CA,fr_FR,da,ru,uk,sv,de,pt,,xx,pl,key,en
Referee3,Referee 3,Մրցավար 3,Juez 3,Juez 3,,Árbitro 3,Arbitre 3,,,Dommer 3,Рефери 3,Рефері 3,Domare 3,Kampfrichter 3,Árbitro 3,,407,Referee 3,Referee3,Referee 3
RefereeDecisions,Referee Decisions,Մրցավարի որոշումներ,Decisiones de los jueces,Decisiones de los jueces,,,Décisions des officiels,,,Dommer Afgørelse,Решение рефери,Рішення рефері,Domarbeslut,Kampfrichter Entscheidungen,Decisões do Árbitro,,408,Referee Decisions,RefereeDecisions,Referee Decisions
Competition.announcerLiveDecisions,Referee decisions visible to announcer,Ցուցադրել մրցավարի որոշումները Գլխավոր քարտուղարի մոտ,Decisiones del juez visibles para el locutor,Decisiones del juez visibles para el locutor,Decisiones del árbitro visibles para el locutor,Decisiones del árbitro visibles para el locutor,Décisions des arbitres visibles à l'annonceur,,,Dommerafgørelser synlige for announcer,Вкл. решения рефери для судьи-информатора,Рішення рефері відображається для судді-інформатора,Domarbeslut synliga för speaker,Kampfrichterentscheidung sichtbar für Sprecher,Decisões do árbitro visíveis ao locutor,,409,Referee decisions visible to announcer,Competition.announcerLiveDecisions,Referee decisions visible to announcer
Referees_Jury,Referees and Jury,Մրցավարները եւ ժյուրի,Jueces y jurado,Jueces y jurado,,,Arbitres et Jury,,,Dommere og jury,Рефери и жюри,Рефері та журі,Domare och Jury,Kampfrichter und Jury,Árbitros e Júri,,410,Referees and Jury,Referees_Jury,Referees and Jury
RefreshList,Refresh list,Թարմացնել ցանկը,Actualizar Lista,Actualizar Lista,Actulizar lista,Actulizar lista,Rafraîchir,,,Opfrisk liste,Обновить список,Оновити список,Uppdatera lista,Aktualisiere die Liste,Atualizar lista,,411,Refresh list,RefreshList,Refresh list
Preparation_Registration,Registration,Գրանցում,Registro,Registro,,,Inscriptions,,,Registrering,Регистрация,Реєстрація, Registrering,Anmeldung,Registro,,412,Registration,Preparation_Registration,Registration
Registration,Registration,Գրանցում,Inscripciones,Inscripciones,,,Inscriptions,,,Registreringer,Регистрация,Реєстрація,Registrering,Anmeldung,Cadastro,,413,Registration,Registration,Registration
Reload_group,Reload group from database.,Վերբեռնել խումբը տվյալների շտեմարանից,Recargar los grupos en la base de datos.,Recargar los grupos en la base de datos.,,,Recharger le groupe à partir de la base de données,,,Genindlæs gruppe fra database,Перезагрузить поток из базы данных,Перезавантажити потік із бази даних.,Ladda om gruppen från databasen.,Neuladen der Gruppen aus der Datenbank,Recarregar grupo de uma base de dados.,,414,Reload group from database.,Reload_group,Reload group from database.
reloadTranslation,Reload translation file,Բեռնել թարգմանության ֆայլը,Recargar el Archivo de Traducción,Recargar el Archivo de Traducción,,,Recharger le fichier de traduction,,,Reload translation file,Загрузка файла перевода,Завантажити файл перекладу,Ladda om språkfil,Neuladen der Übersetzungsdatei,Recarregar arquivo de tradução,,415,Reload translation file,reloadTranslation,Reload translation file
Requested_weight,Requested Weight,Հայտարարված քաշ,Peso Solicitado,Peso Solicitado,,,Poids demandé,,,Ønsket vægt,Заявленный вес,Заявлена вага,Önskad vikt,Angefordertes Gewicht,Peso Solicitado,,416,Requested Weight,Requested_weight,Requested Weight
Scoreboard.RequestedWeight,Requested Weight,Հայտարարված քաշ,Peso solicitado,Peso solicitado,,,Poids Demandé,,,Ønsket vægt,Заявленный вес,Заявлена вага,Önskad vikt,Benötigtes Gewicht,Peso Solicitado,,417,Requested Weight,Scoreboard.RequestedWeight,Requested Weight
Results.RequestedWeight,Requested Weight,Հյատարարված քաշ,Peso solicitado,Peso solicitado,,,Poids Demandé,,,Ønsket vægt,Заявленный вес,Заявлена вага,Önskad vikt,Benötigtes Gewicht,Peso Solicitado,,418,Requested Weight,Results.RequestedWeight,Requested Weight
EVENT_ForceTime,reset timer explicitly,հստակորեն վերականգնել ժամաչափը,forzar reinicio del cronómetro,forzar reinicio del cronómetro,restablecer temporizador explícitamente,reiniciar reloj,réinitialiser le chrono,,,reset timer explicitly,сброс таймера однозначно,скинути таймер явно,reset timer explicitly,Timer explizit zurücksetzen,Redefina o cronômetro explicitamente,,419,reset timer explicitly,EVENT_ForceTime,reset timer explicitly
Reset1min,Reset to 1 min,Վերականգնել 1 րոպե,Reiniciar a 1 min,Reiniciar a 1 min,,,Réinitialiser à 1 min.,,,Reset til 1 min,Сбросить до 1 мин.,Скинути до 1 хв.,Återställ till 1 min,Reset auf 1 min,Redefinir para 1 min,,420,Reset to 1 min,Reset1min,Reset to 1 min
Reset2min,Reset to 2 min,Վերականգնել 2 րոպե,Reiniciar a 2 min,Reiniciar a 2 min,,,Réinitialiser à 2 min.,,,Reset til 2 min,Сбросить до 2 мин.,Скинути до 2 хв.,Återställ till 2 min,Reset auf 2 min,Redefinir para 2 min,,421,Reset to 2 min,Reset2min,Reset to 2 min
ResultDocuments,Result Documents,Արդյունքներ և փաստաթղթեր,Documentos de los Resultados,Documentos de los Resultados,Resultado Documento,Resultado Documento,Documents de résultats,,,Resultatdokumenter,Результаты и документы,Результати та документи,Resultat dokument,Ergebnislisten,Resultados,,422,Result Documents,ResultDocuments,Result Documents
Results,Results,Արդյունքները,Resultados,Resultados,,,Résultats,,,Resultater,Результаты,Результати,Resultat,Ergebnisse,Resultados,,423,Results,Results,Results
PublicMsg.GroupDone,Results,Արդյունքները,Resultados.,Resultados.,,,Résultats.,,,Resultater.,Результаты,Результати,Resultat,Ergebnisse,Resultados,,424,Results,PublicMsg.GroupDone,Results
ResumeCompetition,Resume Competition,Շարունակել մրցումները,Reanudar Competición,Reanudar Competición,Resume Competencia,Resume Compeencia,Redémarrer la compétition,,,Genoptag konkurrence,Продолжить соревнования,Продовжити змагання,Återuppta tävling,Wettkampf fortsetzen,Retomar a Competição,,425,Resume Competition,ResumeCompetition,Resume Competition
robi,Robi,Ռոբի,Robi,Robi,,,Robi,,,Robi,Роби,Робі,Robi,Robi,Robi,,426,Robi,robi,Robi
CompetitionBook.MR_LeftHeader,Robi Ranking,Ռոբի վարկանիշ,Clasificación Robi,Clasificación Robi,,,Classement Robi - Robi Ranking,,,Robi Placering,Рейтинг Роби,Рейтинг Робі,Robi ranking,Platzierung Robi,Classificação Robi,,427,Ranking wg punków Robi,CompetitionBook.MR_LeftHeader,Robi Ranking
CompetitionBook.WR_LeftHeader,Robi Ranking,Ռոբի վարկանիշ,Clasificación Robi,Clasificación Robi,,,Classement Robi - Robi Ranking,,,Robi Placering,Рейтинг Роби,Рейтинг Робі,Robi ranking,Platzierung Robi,Classificação Robi,,428,Robi Ranking,CompetitionBook.WR_LeftHeader,Robi Ranking
Competition.roundRobinOrder,"Round-Robin Order (all 1st lifts, all 2nd, all 3rd)","Փորձերի հաջորդական կարգ (բոլոր 1-ին փորձերը, բոլորը 2-րդ, բոլորը 3-րդ)","Round-Robin Order (todos los primeros levantamientos, todos los segundos levantamientos, todos los terceros levantamientos)","Round-Robin Order (todos los primeros levantamientos, todos los segundos levantamientos, todos los terceros levantamientos)",,,"À la ronde (tous les 1er essais, tous les 2e, tous les 3e)",,,"Round-Robin Order (alle 1. forsøg, alle 2. forsøg, alle 3. forsøg)","Последовательный порядок попыток (все 1-е попытки, все 2-е, все 3-и)","Послідовний порядок спроб (усі перші спроби, потім усі другі, потім усі треті)","Round-Robin Order (all 1st lifts, all 2nd, all 3rd)","Round-Robin Order (alle 1st Hebungen, alle 2nd, alle 3rd)","Round-Robin Order (all 1st lifts, all 2nd, all 3rd)",,429,"Round-Robin Order (all 1st lifts, all 2nd, all 3rd)",Competition.roundRobinOrder,"Round-Robin Order (all 1st lifts, all 2nd, all 3rd)"
RunLiftingGroup,Run Lifting Group,Խմբի մրցելույթի սկիզբ,Grupo de Competición,Grupo de Competición,Grupo de Competencia,Grupo de Competencia,Groupe de compétition,,,Kør gruppe,Запуск потока,Запуск потоку,Kör lyftgrupp,Starte Hebergruppe,Executar Competição,,430,Run Lifting Group,RunLiftingGroup,Run Lifting Group
Score,Score,Երկամարտ,Puntuación,Puntuación,,,Score,,,Score,Сумма,Сума,Poäng,Punktzahl,Pontuação,,431,Score,Score,Score
ScoreboardWLeadersTitle,Score+Leaders,Խմբի առաջատարները,Puntuación + Líderes,Puntuación + Líderes,,,Tableau+Meneurs,,,Score+Leaders,Лидеры потока (Б/В),Табло-протокол + лідери потоку,Score+Leaders,Anzeigetafel +Rangliste,Pontuação+Líderes,,432,Score+Leaders,ScoreboardWLeadersTitle,Score+Leaders
Scoreboard,Scoreboard,Արդյունքների աղյուսակ,Marcador,Marcador,,,Tableau de résultats,,,Scoreboard,Таблица результатов,Табло-протокол,Resultattavla,Anzeigetafel,Placar,,433,Scoreboard,Scoreboard,Scoreboard
ScoreboardWLeadersButton,Scoreboard with Leaderboard,Արդյունքների սանդղակ՝ խմբի առաջատարներով,Marcador Tabla Clasificación,Marcador Tabla Clasificación,Marcador con tabla de clasificación,Marcador con tabla de clasificación,Tableau avec Meneurs,,,Scoreboard med Leaderboard,Таблица результатов с лидерами потока (Б/В),Табло-протокол + лідери потоку,Scoreboard with Leaderboard,Anzeigetafel mit Rangliste,Resultado Com os Melhores,,434,Scoreboard with Leaderboard,ScoreboardWLeadersButton,Scoreboard with Leaderboard
ScoreboardMultiRanksButton,"Scoreboard, multiple ranks",Աղյուսակ՝ մի քանի տեղ,"Marcador, varios grupos de edad","Marcador, varios grupos de edad","Cuadro de indicadores, varios rangos",,"Tableau, rangs multiples",,,"Scoreboard, multiple ranks","Табло, несколько рангов","Scoreboard, multiple ranks","Scoreboard, multiple ranks","Anzeigetafel, verschiedene Platzierungen","Scoreboard, multiple ranks",,435,,ScoreboardMultiRanksButton,"Scoreboard, multiple ranks"
ScoreboardMultiRanksTitle,"Scoreboard, multiple ranks",Աղյուսակ՝ մի քանի տեղ,"Marcador, varios grupos de edad","Marcador, varios grupos de edad","Cuadro de indicadores, varios rangos",,"Tableau, rangs multiples",,,"Scoreboard, multiple ranks","Табло, несколько рангов","Scoreboard, multiple ranks","Scoreboard, multiple ranks","Anzeigetafel, verschiedene Platzierungen","Scoreboard, multiple ranks",,436,,ScoreboardMultiRanksTitle,"Scoreboard, multiple ranks"
Scoreboards,Scoreboards,Արդյունքների սանդղակ,Marcadores,Marcadores,,,Tableaux d'affichage,,,Resultattavler,Таблицы результатов,Табло-протокол,Resultattavlor,Anzeigetafeln,Resultados,,437,Scoreboards,Scoreboards,Scoreboards
Config.UpdateKey,Secret update key,Գաղտնի բանալին թարմացված է,Secret update key,Secret update key,,,Clé secrète de mise à jour (update key),,,Secret update key,Секретный ключ обновления,Секретний ключ для оновлення,Secret update key,Geheimer Update Schlüssel,Chave de atualização secreta,,438,Secret update key,Config.UpdateKey,Secret update key
SelectPlatform,Select Platform,Ընտրեք հարթակը,Seleccionar Tarima,Seleccionar Tarima,Seleccionar Plataforma,Seleccionar Plataforma,Choisir la plateforme,,,Vælg platform,Выберите помост,Оберіть поміст,Vald plattform,Bohle wählen,Selecionar Plataforma,,439,Select Platform,SelectPlatform,Select Platform
ShowResults,Show Results,Ցուցադրել արդյունքները,Mostrar resultados,Mostrar resultados,,,Afficher les résultats,,,Vis resultater,Показать результаты,Показати результати,Visa resultat,Zeige Ergebnisse,Mostrar Resultados,,440,Show Results,ShowResults,Show Results
EVENT_TimeOver,signal time over,Ազդանշանի ժամանակը անցավ,señal de tiempo terminado,señal de tiempo terminado,,,signaler que le temps est écoulé,,,signalér at tiden er gået,время сигнала истекло,час сигналу закінчився,signal time over,Signal für Zeitüberschreitung,Sinal de Tempo Acabou,,441,signal time over,EVENT_TimeOver,signal time over
Scoreboard.Sinclair,Sinclair,Սինկլեր,Sinclair,Sinclair,,,Sinclair,,,Sinclair,Синклер,Сінклер,Sinclair,Sinclair,Sinclair,,442,Sinclair,Scoreboard.Sinclair,Sinclair
sinclair,Sinclair,Սինկլեր,SMF,SMF,,,Sinclair,,,Sinclair,Синклер,Сінклер,SMF,SMF,SMF,,443,Sinclair,sinclair,Sinclair
Results.Sinclair,Sinclair,Սինկլեր,Sinclair,Sinclair,,,Sinclair,,,Sinclair,Синклер,Сінклер,Sinclair,Sinclair,Sinclair,,444,Sinclair,Results.Sinclair,Sinclair
CompetitionBook.MS_LeftHeader,Sinclair  Ranking,Սինկլեր վարկանիշ,Clasificación Sinclair,Clasificación Sinclair,,,Classement Sinclair,,,Sinclair Placering,Рейтинг Синклер,Рейтинг Сінклер,SinclairRank,Platzierung Sinclair,Classificação Sinclair,,445,Ranking wg punktów Sinclaira,CompetitionBook.MS_LeftHeader,Sinclair  Ranking
CompetitionBook.WS_LeftHeader,Sinclair  Ranking,Սինկլեր վարկանիշ,Clasificación Sinclair,Clasificación Sinclair,,,Classement Sinclair,,,Sinclair Placering,Рейтинг Синклер,Рейтинг Сінклер,Sinclair  Rankning,Platzierung Sinclair,Classificação Sinclair,,446,Sinclair  Ranking,CompetitionBook.WS_LeftHeader,Sinclair  Ranking
